user_id,item_id,timestamp
18,16,1
18,3893,1
18,533,1
18,6832,1
18,7056,1
18,7153,1
18,7255,1
18,7349,1
18,5062,1
18,12374,1
18,3597,1
18,3808,1
18,8423,1
18,5031,1
18,8684,1
18,9211,1
18,2492,1
18,1324,1
18,8953,1
18,719,1
18,11272,1
18,7846,1
19,7540,1
19,6654,1
19,8890,1
19,9400,1
19,8149,1
19,11195,1
19,6999,1
19,9397,1
19,12210,1
19,8269,1
19,13710,1
20,3675,1
20,3682,1
20,3945,1
20,3728,1
20,3750,1
20,4044,1
20,4243,1
20,4242,1
20,3848,1
20,3700,1
20,4320,1
21,3682,1
21,3700,1
21,3848,1
21,3750,1
21,4320,1
21,3945,1
21,3728,1
21,3675,1
21,4477,1
21,4683,1
22,5004,1
22,2955,1
22,5890,1
22,6051,1
22,4819,1
22,6298,1
22,6337,1
22,6653,1
22,7146,1
22,6756,1
22,6423,1
22,6455,1
22,8434,1
22,8473,1
22,24,1
23,11664,1
23,11180,1
23,12605,1
23,13322,1
23,14061,1
23,7820,1
23,14855,1
23,14761,1
24,1852,1
24,2746,1
24,422,1
24,3192,1
24,570,1
24,3942,1
24,4510,1
24,10183,1
25,3018,1
25,1931,1
25,3534,1
25,8562,1
25,9785,1
25,5277,1
25,10051,1
25,432,1
25,4519,1
25,10790,1
25,11856,1
25,7972,1
25,194,1
25,13636,1
26,2833,1
26,7386,1
26,6111,1
26,7866,1
26,10493,1
26,1610,1
26,9414,1
26,7068,1
27,714,1
27,1370,1
27,7517,1
27,5350,1
27,7959,1
27,11027,1
27,10220,1
27,9721,1
28,281,1
28,1026,1
28,3664,1
28,4259,1
28,5149,1
28,4242,1
28,157,1
28,1542,1
28,5382,1
28,6100,1
28,6048,1
28,661,1
28,2016,1
28,1848,1
28,6057,1
28,3558,1
28,5715,1
28,3653,1
28,4393,1
28,2079,1
28,7662,1
28,3089,1
28,1345,1
28,3756,1
28,6758,1
28,6772,1
28,109,1
28,120,1
28,125,1
28,1129,1
28,5837,1
28,234,1
28,1673,1
28,7433,1
28,9194,1
28,7557,1
28,4058,1
28,7890,1
28,8527,1
28,8116,1
29,1238,1
29,1114,1
29,648,1
29,1430,1
29,1510,1
29,1418,1
29,1639,1
29,903,1
29,1403,1
29,593,1
29,1813,1
29,1936,1
29,2151,1
29,1000,1
29,3056,1
29,4908,1
29,6381,1
29,8456,1
29,7224,1
29,8631,1
29,10671,1
29,11861,1
29,2909,1
29,5608,1
29,9130,1
29,9291,1
29,9880,1
29,7618,1
29,10876,1
29,9292,1
29,5380,1
29,13161,1
29,13975,1
29,9135,1
29,11718,1
30,7550,1
30,5435,1
30,1954,1
30,7771,1
30,8036,1
30,8260,1
30,6315,1
30,8768,1
30,4600,1
30,6111,1
30,9243,1
30,7036,1
30,7648,1
30,9700,1
30,9294,1
30,9844,1
30,4795,1
30,9309,1
30,10217,1
30,8421,1
30,10703,1
30,10862,1
30,10331,1
30,6167,1
30,3828,1
30,10900,1
30,11404,1
30,7611,1
30,8824,1
30,11638,1
30,11431,1
30,7002,1
30,8358,1
30,1782,1
30,12220,1
30,12626,1
30,10279,1
30,12575,1
30,13093,1
30,13369,1
30,10903,1
30,12990,1
30,13395,1
30,11067,1
30,9088,1
30,13457,1
30,13825,1
30,13564,1
30,13275,1
30,8749,1
30,8714,1
31,513,1
31,468,1
31,1586,1
31,177,1
31,6711,1
31,3833,1
31,8049,1
31,3327,1
31,7920,1
31,12152,1
31,3769,1
32,6323,1
32,4236,1
32,4418,1
32,6633,1
32,5051,1
32,6267,1
32,5839,1
32,8220,1
32,8490,1
32,8596,1
32,8756,1
32,9208,1
32,8967,1
32,9527,1
32,8707,1
32,9307,1
32,10043,1
32,10384,1
32,9742,1
32,10140,1
32,10833,1
32,11277,1
33,1717,1
33,7772,1
33,7655,1
33,6249,1
33,8575,1
33,7117,1
33,1868,1
33,6697,1
33,4376,1
33,7383,1
33,1596,1
33,11024,1
33,2412,1
33,7470,1
33,11202,1
33,2767,1
33,11745,1
34,9233,1
34,9602,1
34,9954,1
34,8280,1
34,7078,1
34,8473,1
34,12729,1
34,8333,1
34,13466,1
34,13575,1
34,8862,1
34,11173,1
34,14027,1
34,13968,1
34,11435,1
35,38,1
35,1497,1
35,5518,1
35,5461,1
35,4365,1
35,7802,1
35,9020,1
35,5298,1
35,8959,1
35,10902,1
36,3544,1
36,2630,1
36,1075,1
36,1701,1
36,2914,1
36,3497,1
36,1488,1
36,3953,1
36,5643,1
36,6259,1
36,6090,1
36,7570,1
36,1451,1
36,8200,1
36,4012,1
36,4733,1
36,8784,1
36,708,1
36,1265,1
36,1913,1
36,2642,1
36,3261,1
37,3283,1
37,927,1
37,1372,1
37,2313,1
37,2422,1
37,2943,1
37,3632,1
37,3657,1
37,3965,1
38,3097,1
38,3141,1
38,7002,1
38,5345,1
38,10765,1
38,9989,1
38,12652,1
38,13884,1
38,13538,1
39,3379,1
39,1161,1
39,4104,1
39,2412,1
39,963,1
39,5653,1
39,7155,1
39,5200,1
39,3234,1
39,140,1
39,2726,1
39,3203,1
39,5128,1
39,7311,1
39,1702,1
39,2116,1
39,420,1
39,7541,1
39,8316,1
39,2840,1
39,3074,1
39,3324,1
39,4242,1
39,1716,1
39,1042,1
39,4179,1
39,8176,1
40,3141,1
40,3914,1
40,3312,1
40,2855,1
40,4027,1
40,4773,1
40,3078,1
40,8792,1
41,595,1
41,794,1
41,1483,1
41,761,1
41,1723,1
41,4858,1
41,6278,1
41,5495,1
42,9170,1
42,10719,1
42,11005,1
42,12293,1
42,6202,1
42,12479,1
42,13787,1
42,13696,1
42,13931,1
42,5103,1
42,2949,1
42,8882,1
42,12456,1
42,14080,1
42,14090,1
42,5445,1
42,14476,1
42,2583,1
42,11080,1
42,9709,1
42,11792,1
42,14610,1
42,14603,1
42,15011,1
42,14999,1
42,14895,1
43,2851,1
43,3811,1
43,6406,1
43,3055,1
43,4964,1
43,6333,1
43,1407,1
43,5476,1
43,6762,1
43,7855,1
43,2313,1
43,6266,1
43,8244,1
43,8368,1
43,8495,1
43,6674,1
43,7305,1
43,9739,1
43,9740,1
43,9127,1
43,1667,1
43,7505,1
43,11125,1
43,10791,1
43,11147,1
43,8496,1
43,7685,1
43,12138,1
43,12305,1
43,12303,1
43,12308,1
43,11210,1
43,10026,1
43,13636,1
43,12694,1
43,12559,1
43,13622,1
43,13222,1
43,13709,1
44,2565,1
44,5528,1
44,6001,1
44,1799,1
44,4440,1
44,8059,1
44,6501,1
44,6111,1
45,1780,1
45,2156,1
45,2157,1
45,4259,1
45,5358,1
45,5422,1
45,939,1
46,9302,1
46,9598,1
46,9755,1
46,10082,1
46,9917,1
46,10148,1
46,10397,1
46,10161,1
46,10717,1
46,11386,1
46,8742,1
47,613,1
47,523,1
47,130,1
47,1279,1
47,907,1
47,526,1
47,1690,1
47,777,1
48,4688,1
48,7491,1
48,7815,1
48,6368,1
48,6827,1
48,6828,1
48,6829,1
48,7993,1
48,9552,1
48,7956,1
48,8358,1
48,8976,1
48,8983,1
48,9243,1
48,10097,1
48,10681,1
48,10830,1
48,9732,1
48,11295,1
48,6111,1
48,9971,1
48,9447,1
48,9448,1
48,11424,1
48,9273,1
48,9284,1
48,11323,1
48,8456,1
48,11041,1
48,5769,1
48,8511,1
48,9633,1
48,10208,1
48,11539,1
48,12164,1
48,12254,1
48,11001,1
48,8452,1
48,11599,1
48,13129,1
48,13297,1
48,13207,1
48,11405,1
48,13456,1
48,13710,1
48,13790,1
48,13161,1
48,8990,1
48,10815,1
48,12964,1
48,9505,1
48,9051,1
48,10910,1
48,13782,1
48,14202,1
48,14240,1
48,13691,1
48,14117,1
48,11533,1
48,8995,1
48,12244,1
49,10888,1
49,12479,1
49,12870,1
49,2300,1
49,14250,1
49,13495,1
49,12573,1
50,5326,1
50,6447,1
50,6453,1
50,5351,1
50,6875,1
50,7497,1
50,7530,1
50,7802,1
50,6338,1
50,8251,1
50,9434,1
50,10105,1
50,10624,1
50,8972,1
50,10097,1
50,8817,1
50,10959,1
50,11297,1
50,11456,1
50,11960,1
50,11157,1
51,382,1
51,5041,1
51,5138,1
51,6022,1
51,6376,1
51,4481,1
51,4524,1
51,4807,1
51,5367,1
51,6147,1
51,6792,1
51,1420,1
51,4127,1
51,7576,1
51,6381,1
51,9292,1
51,11408,1
51,12081,1
51,12365,1
51,5607,1
51,7428,1
51,10976,1
51,13305,1
51,11175,1
51,13887,1
51,14103,1
51,14470,1
52,3041,1
52,2519,1
52,2971,1
52,4801,1
52,5184,1
52,3425,1
52,6946,1
52,7048,1
52,6901,1
52,8310,1
52,3970,1
52,11247,1
53,3488,1
53,2893,1
53,887,1
53,1143,1
53,4980,1
53,6122,1
53,6648,1
53,5612,1
54,496,1
54,1917,1
54,8675,1
54,4006,1
54,1335,1
54,7603,1
54,8755,1
54,5149,1
54,9019,1
54,8055,1
54,10656,1
54,10605,1
54,234,1
54,5289,1
54,10920,1
54,218,1
54,3845,1
54,11007,1
54,11368,1
54,11781,1
54,5463,1
54,4142,1
54,2840,1
54,11601,1
55,5974,1
55,5992,1
55,5422,1
55,1373,1
55,7265,1
55,2056,1
55,8566,1
55,7652,1
55,7832,1
55,4578,1
55,9858,1
56,3443,1
56,4171,1
56,4293,1
56,5110,1
56,6780,1
56,7250,1
56,6341,1
56,7268,1
57,3731,1
57,11049,1
57,8745,1
57,11303,1
57,11331,1
57,11385,1
57,11545,1
57,11760,1
57,11681,1
57,11735,1
57,11724,1
57,11728,1
57,11770,1
57,10590,1
57,11835,1
57,11946,1
57,11974,1
57,12060,1
57,12162,1
57,10432,1
57,12401,1
57,12541,1
57,12583,1
57,12742,1
57,12415,1
57,12764,1
57,12812,1
57,12412,1
57,12594,1
57,12897,1
57,13414,1
57,12782,1
57,13076,1
57,13397,1
58,7452,1
58,6530,1
58,3644,1
58,1033,1
58,3077,1
58,12678,1
58,13818,1
58,6981,1
58,14019,1
58,10140,1
58,14106,1
58,13790,1
58,3164,1
58,5398,1
58,4142,1
58,13053,1
58,11498,1
58,13531,1
58,14239,1
59,8483,1
59,8149,1
59,3779,1
59,5722,1
59,10166,1
59,5947,1
59,7708,1
59,11667,1
60,8473,1
60,8441,1
60,8824,1
60,7224,1
60,9366,1
60,9428,1
60,11954,1
61,2792,1
61,976,1
61,5905,1
61,3502,1
61,250,1
61,1966,1
61,3193,1
61,5871,1
61,6298,1
61,1475,1
61,3266,1
61,2704,1
61,7192,1
61,4379,1
61,5891,1
61,3529,1
61,5743,1
61,7273,1
61,2585,1
61,7086,1
61,5785,1
61,2905,1
61,5933,1
61,637,1
61,788,1
61,1009,1
61,2335,1
61,8135,1
61,7239,1
61,8092,1
61,261,1
61,1892,1
61,7853,1
61,8433,1
61,5348,1
61,1166,1
61,1189,1
61,1531,1
61,6437,1
61,8634,1
61,8871,1
61,7784,1
61,861,1
61,7835,1
61,3,1
61,6155,1
61,8971,1
61,6473,1
61,7530,1
61,6346,1
61,7706,1
61,8824,1
61,2213,1
61,9648,1
61,121,1
61,6781,1
61,4105,1
61,3625,1
61,6058,1
61,1963,1
61,5607,1
61,2639,1
61,51,1
61,532,1
61,4350,1
61,129,1
61,5008,1
61,1942,1
61,3993,1
61,9708,1
61,1092,1
61,5558,1
61,1823,1
61,9671,1
61,11233,1
61,7734,1
61,11336,1
61,8892,1
61,456,1
61,6465,1
61,6851,1
61,7085,1
61,9565,1
61,7720,1
61,2096,1
61,11862,1
61,2685,1
61,5498,1
61,7428,1
61,11827,1
61,948,1
61,2105,1
61,12008,1
61,10734,1
61,1026,1
61,11396,1
61,404,1
61,872,1
61,6455,1
61,12117,1
61,13316,1
61,10976,1
61,448,1
61,11216,1
61,1595,1
61,7392,1
61,1398,1
61,10335,1
61,2028,1
61,6613,1
61,7826,1
61,10891,1
61,2660,1
61,13909,1
61,13369,1
62,9977,1
62,10071,1
62,10416,1
62,10234,1
62,11285,1
62,2069,1
62,10980,1
62,11032,1
62,11768,1
62,5335,1
62,2840,1
62,3676,1
62,7557,1
62,10472,1
62,10750,1
62,12477,1
62,8452,1
62,12652,1
62,12529,1
62,11205,1
62,12751,1
62,13118,1
62,13399,1
62,10976,1
62,10800,1
62,13901,1
62,12809,1
62,12258,1
62,13520,1
62,14012,1
62,10465,1
62,10843,1
62,10959,1
62,11720,1
62,12526,1
62,12911,1
62,13217,1
62,13433,1
62,13544,1
62,13558,1
62,13930,1
62,14009,1
62,14087,1
62,14122,1
62,14194,1
62,14347,1
62,14365,1
62,14371,1
63,3696,1
63,7659,1
63,9521,1
63,6613,1
63,13887,1
63,13818,1
63,13891,1
63,14929,1
63,14882,1
64,8817,1
64,9037,1
64,9367,1
64,10394,1
64,1345,1
64,12688,1
64,10351,1
64,14854,1
65,9081,1
65,11801,1
65,11916,1
65,12261,1
65,12380,1
65,12382,1
65,12383,1
65,12384,1
65,12386,1
65,12392,1
65,14093,1
65,14224,1
65,14303,1
65,14517,1
65,14554,1
65,14647,1
66,7841,1
66,7568,1
66,5791,1
66,10648,1
66,10775,1
66,12685,1
66,13261,1
66,9961,1
66,14809,1
66,14181,1
66,9332,1
67,5977,1
67,3924,1
67,6015,1
67,840,1
67,883,1
67,1239,1
67,2825,1
67,4425,1
67,4578,1
67,4313,1
67,870,1
67,1373,1
67,6861,1
67,6876,1
67,816,1
67,1818,1
67,1324,1
67,7138,1
67,5318,1
67,8376,1
67,8583,1
67,3456,1
67,6958,1
67,8007,1
67,8268,1
67,8382,1
67,4232,1
67,6196,1
67,359,1
68,5728,1
68,6134,1
68,6525,1
68,7097,1
68,7197,1
68,7496,1
68,7528,1
68,7812,1
69,2959,1
69,631,1
69,900,1
69,3092,1
69,3802,1
69,3241,1
69,3614,1
70,128,1
70,1881,1
70,341,1
70,1066,1
70,4606,1
70,5553,1
70,5119,1
70,3004,1
70,3185,1
70,3426,1
70,4819,1
70,5941,1
70,6475,1
71,3077,1
71,2515,1
71,4912,1
71,5106,1
71,4142,1
71,4513,1
71,1806,1
71,1876,1
72,7972,1
72,7576,1
72,9144,1
72,9431,1
72,9587,1
72,9871,1
72,10230,1
72,10357,1
72,10358,1
72,10790,1
72,10951,1
72,11569,1
72,11401,1
72,11808,1
72,12348,1
72,8550,1
72,13497,1
72,13665,1
72,13879,1
72,13944,1
72,14004,1
72,14163,1
73,38,1
73,182,1
73,162,1
73,643,1
73,167,1
73,281,1
73,53,1
73,293,1
74,266,1
74,440,1
74,753,1
74,1478,1
74,1572,1
74,194,1
74,710,1
75,1725,1
75,1024,1
75,3716,1
75,2599,1
75,5821,1
75,5305,1
75,6313,1
76,3658,1
76,974,1
76,1904,1
76,2314,1
76,6656,1
76,2068,1
76,2395,1
76,4067,1
76,5095,1
76,7066,1
76,2695,1
76,2854,1
76,487,1
76,3549,1
76,4246,1
76,6173,1
76,7907,1
76,7849,1
76,4525,1
76,6266,1
76,10824,1
76,6100,1
76,2992,1
76,6101,1
76,11178,1
76,1241,1
76,6089,1
76,696,1
76,4589,1
76,10286,1
76,10659,1
76,2382,1
76,4878,1
77,9732,1
77,11034,1
77,12973,1
77,13466,1
77,13736,1
77,14882,1
77,14806,1
78,2150,1
78,5422,1
78,2726,1
78,2995,1
78,50,1
78,1161,1
78,6113,1
78,4250,1
79,3012,1
79,4955,1
79,6161,1
79,6713,1
79,7683,1
79,9334,1
79,9313,1
80,13736,1
80,7282,1
80,13944,1
80,11249,1
80,14105,1
80,1521,1
80,7078,1
80,11052,1
80,14141,1
80,13803,1
80,12329,1
80,822,1
80,5446,1
80,9495,1
80,10639,1
80,2098,1
80,11878,1
80,13282,1
80,14671,1
80,8914,1
80,5263,1
80,12898,1
80,4314,1
80,6471,1
80,5306,1
80,6820,1
80,13566,1
81,5149,1
81,2901,1
81,4134,1
81,4314,1
81,3676,1
81,5617,1
81,5874,1
81,5581,1
81,5776,1
81,533,1
81,2603,1
81,490,1
81,1773,1
81,7239,1
81,5562,1
81,8149,1
81,8545,1
81,8868,1
81,7643,1
81,8370,1
81,8439,1
82,1699,1
82,1700,1
82,3611,1
82,1059,1
82,3558,1
82,5287,1
82,3141,1
82,9160,1
82,9310,1
82,8511,1
83,1332,1
83,11699,1
83,11768,1
83,9546,1
83,2150,1
83,9884,1
83,14736,1
83,9239,1
84,5407,1
84,9171,1
84,7181,1
84,9587,1
84,10073,1
84,9088,1
84,9290,1
84,8363,1
85,7852,1
85,7984,1
85,4853,1
85,7796,1
85,9407,1
85,7318,1
85,7670,1
85,7795,1
85,8476,1
85,9185,1
85,11442,1
85,10797,1
86,10027,1
86,8407,1
86,9776,1
86,8602,1
86,9368,1
86,9516,1
86,9600,1
87,4891,1
87,5111,1
87,5166,1
87,5890,1
87,5006,1
87,5192,1
87,5697,1
87,5721,1
87,6299,1
87,6613,1
87,5351,1
87,6875,1
87,7576,1
87,6882,1
87,8948,1
87,3991,1
87,7340,1
87,8819,1
87,7885,1
87,9999,1
87,8370,1
87,10004,1
87,10067,1
87,10216,1
87,5947,1
87,10384,1
87,9169,1
87,10538,1
87,10409,1
87,6412,1
87,10423,1
87,737,1
87,11195,1
87,8499,1
87,11299,1
87,6111,1
87,10833,1
87,11716,1
87,8851,1
87,12416,1
87,12717,1
87,12729,1
87,12893,1
87,13034,1
87,13060,1
87,13161,1
87,7319,1
87,13297,1
87,13369,1
87,11967,1
88,266,1
88,985,1
88,4152,1
88,4210,1
88,6101,1
88,5999,1
88,7370,1
88,3841,1
88,670,1
88,822,1
89,703,1
89,3397,1
89,3779,1
89,3375,1
89,6076,1
89,2382,1
89,2492,1
89,6224,1
89,2890,1
89,4028,1
89,4088,1
89,1913,1
89,6931,1
89,420,1
89,10822,1
89,765,1
89,10659,1
89,11746,1
90,7307,1
90,6162,1
90,7333,1
90,6079,1
90,792,1
90,6739,1
90,7338,1
90,3003,1
90,8115,1
90,5244,1
90,8029,1
90,5593,1
90,8195,1
90,2721,1
90,9221,1
90,11355,1
91,494,1
91,8088,1
91,641,1
91,8186,1
91,8483,1
91,3050,1
91,3713,1
91,7818,1
92,14025,1
92,11526,1
92,12987,1
92,13181,1
92,13369,1
92,14061,1
92,14761,1
93,4261,1
93,5728,1
93,7553,1
93,4185,1
93,251,1
93,5435,1
93,8833,1
93,6133,1
93,10359,1
93,12462,1
93,13258,1
94,281,1
94,312,1
94,672,1
94,1420,1
94,2230,1
94,2456,1
94,2697,1
94,2776,1
95,1127,1
95,1195,1
95,492,1
95,6117,1
95,2593,1
95,7077,1
95,7743,1
95,8173,1
96,4536,1
96,1245,1
96,4657,1
96,4066,1
96,4893,1
96,104,1
96,5206,1
96,5772,1
96,1142,1
96,7247,1
96,7848,1
96,8171,1
96,9065,1
97,37,1
97,531,1
97,458,1
97,465,1
97,801,1
97,211,1
97,213,1
97,908,1
97,680,1
97,760,1
97,736,1
97,1490,1
97,846,1
97,1572,1
97,789,1
97,543,1
97,694,1
97,3434,1
97,1700,1
97,2451,1
97,3524,1
97,2163,1
97,1984,1
97,3523,1
97,4218,1
97,4658,1
97,4794,1
97,274,1
97,1719,1
97,5023,1
97,5094,1
97,4304,1
97,907,1
97,4873,1
98,3910,1
98,823,1
98,776,1
98,2079,1
98,626,1
98,3536,1
98,4498,1
98,9612,1
99,5722,1
99,6111,1
99,7781,1
99,8620,1
99,8289,1
99,8347,1
99,9208,1
99,7319,1
99,10066,1
99,8817,1
99,10140,1
99,10164,1
99,10199,1
99,9652,1
99,10950,1
99,12072,1
99,12729,1
99,9497,1
100,2889,1
100,5905,1
100,10830,1
100,11267,1
100,11297,1
100,13521,1
100,13790,1
100,13818,1
100,13598,1
100,11667,1
100,12059,1
100,12396,1
101,4225,1
101,7975,1
101,2442,1
101,2631,1
101,3795,1
101,4156,1
101,2209,1
102,3468,1
102,2019,1
102,1762,1
102,2651,1
102,5251,1
102,2020,1
102,4302,1
102,8020,1
102,7391,1
102,4963,1
102,7550,1
102,8116,1
102,2334,1
102,11768,1
102,6956,1
103,9144,1
103,12348,1
103,13665,1
103,13879,1
103,14163,1
103,13944,1
103,15474,1
103,15695,1
103,15581,1
104,201,1
104,913,1
104,711,1
104,1939,1
104,2619,1
104,3338,1
104,824,1
104,2380,1
104,5060,1
105,3264,1
105,3299,1
105,4275,1
105,1214,1
105,6476,1
105,7413,1
105,8169,1
105,1939,1
105,2619,1
106,2028,1
106,2668,1
106,3175,1
106,2901,1
106,2706,1
106,3145,1
106,3591,1
106,3870,1
106,3871,1
106,1532,1
106,4885,1
106,6220,1
106,4888,1
106,4099,1
106,6331,1
106,6820,1
106,5601,1
106,6853,1
106,6852,1
106,6970,1
106,6973,1
106,3050,1
106,4172,1
106,6967,1
106,7083,1
106,6244,1
106,5803,1
106,6606,1
106,6380,1
106,5201,1
106,5403,1
106,7162,1
106,6854,1
106,7739,1
106,7736,1
106,8001,1
106,8002,1
106,8003,1
106,8120,1
106,8123,1
106,8124,1
106,8245,1
106,7441,1
106,8606,1
106,8609,1
106,8607,1
106,8725,1
106,8731,1
106,8246,1
106,8605,1
106,8984,1
106,8986,1
106,9128,1
106,9133,1
106,8603,1
106,9424,1
106,9425,1
106,9429,1
106,9427,1
106,9570,1
106,8602,1
106,9739,1
106,9568,1
106,9572,1
106,9734,1
106,9876,1
106,9423,1
106,10206,1
106,10210,1
106,10369,1
106,10211,1
106,10662,1
106,10665,1
106,10370,1
106,10373,1
106,10376,1
106,10372,1
106,11401,1
106,11397,1
106,2297,1
106,11369,1
106,11393,1
106,11673,1
106,11400,1
106,11398,1
106,11394,1
107,3451,1
107,2611,1
107,3546,1
107,4084,1
107,5649,1
107,2364,1
107,7300,1
107,7469,1
107,2714,1
107,8173,1
107,11207,1
108,1687,1
108,14565,1
108,11882,1
108,14959,1
108,14767,1
108,15037,1
108,15504,1
109,1922,1
109,243,1
109,13488,1
109,14339,1
109,13703,1
109,14360,1
109,14522,1
110,2960,1
110,5308,1
110,5951,1
110,4363,1
110,5978,1
110,5554,1
110,6083,1
110,5395,1
110,5718,1
110,5727,1
110,5908,1
110,6250,1
110,5706,1
110,5805,1
110,6019,1
110,6261,1
110,6291,1
110,3466,1
110,4076,1
110,5327,1
110,5690,1
110,6011,1
110,5709,1
110,6277,1
110,6343,1
110,6030,1
110,6417,1
110,6440,1
110,6494,1
110,2241,1
110,4168,1
110,6275,1
110,6618,1
110,6640,1
110,2100,1
110,6734,1
111,5270,1
111,9061,1
111,9215,1
111,10279,1
111,10986,1
111,11514,1
111,11761,1
111,12220,1
111,12372,1
111,10192,1
111,12973,1
111,12983,1
111,13106,1
111,13180,1
111,8995,1
111,12484,1
111,13366,1
111,12898,1
111,13149,1
111,12492,1
111,13487,1
111,12952,1
111,13904,1
111,13909,1
111,10465,1
111,11403,1
111,12244,1
111,13476,1
111,13610,1
111,10526,1
111,12838,1
111,13692,1
